<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
것이	것/nbn+이/jcs
떼느의	떼느/nq+의/jcm
신념이다	신념/ncn+이/jp+다/ef
.	./sf
이른바	이른바/maj
종족결정론	종족/ncn+결정/ncn+론/xsn
내지	내지/maj
종족숙명론이다	종족/ncn+숙명/ncn+론/xsn+이/jp+다/ef
.	./sf
또한	또한/maj
사람은	사람/ncn+은/jxc
세상에	세상/ncn+에/jca
혼자	혼자/mag
존재하지	존재/ncpa+하/xsv+지/ecx
않고	않/px+고/ecc
자연과	자연/ncn+과/jcj
그의	그/npp+의/jcm
동류	동류/ncn
인간이	인간/ncn+이/jcs
그를	그/npp+를/jco
둘러싸고	두르/pvg+어/ecs+싸/pvg+고/ecx
있다	있/px+다/ef
.	./sf
우연	우연/ncn
및	및/maj
후천적	후천/ncn+적/xsn
성향이	성향/ncn+이/jcs
그의	그/npp+의/jcm
원초적	원초/ncn+적/xsn
성향을	성향/ncn+을/jco
뒤덮고	뒤덮/pvg+고/ecc
,	,/sp
구체적	구체/ncn+적/xsn
또는	또는/maj
사회적	사회/ncn+적/xsn
환경이	환경/ncn+이/jcs
한	한/nnc
인물의	인물/ncn+의/jcm
성격을	성격/ncn+을/jco
격동시키든가	격동/ncpa+시키/xsv+든가/ecs
안정시키든가	안정/ncpa+시키/xsv+든가/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
즉	즉/mag
'	'/sl
환경	환경/ncn
'이	'/sl+이/jcs
인생을	인생/ncn+을/jco
결정하고	결정/ncpa+하/xsv+고/ecc
인생이	인생/ncn+이/jcs
작품을	작품/ncn+을/jco
결정하는	결정/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
떼느의	떼느/nq+의/jcm
실증주의적	실증/ncn+주의/ncn+적/xsn
경향은	경향/ncn+은/jxc
이들	이/npd+들/xsn
세	세/nnc
요인들이	요인/ncn+들/xsn+이/jcs
모두	모두/mag
확인이	확인/ncn+이/jcs
가능한	가능/ncps+하/xsm+ㄴ/etm
사실	사실/ncn
(facts	(/sl+facts/f
)로	)/sr+로/jca
구성되어	구성/ncpa+되/xsv+어/ecx
있고	있/px+고/ecc
,	,/sp
그	그/npp
사실들은	사실/ncn+들/xsn+은/jxc
문학이라는	문학/ncn+이/jp+라/ef+는/etm
문화의	문화/ncn+의/jcm
상층구조를	상층/ncn+구조/ncn+를/jco
낳는	낳/pvg+는/etm
원인으로	원인/ncn+으로/jca
보게	보/pvg+게/ecx
한	하/px+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이제	이제/mag
남은	남/pvg+은/etm
일은	일/ncn+은/jxc
이들	이/npd+들/xsn
원인들을	원인/ncn+들/xsn+을/jco
한	한/nnc
민족이나	민족/ncn+이나/jcj
시대에	시대/ncn+에/jca
적용시켰을	적용/ncpa+시키/xsv+었/ep+을/etm
때	때/ncn
,	,/sp
어떤	어떤/mmd
결과가	결과/ncn+가/jcs
산출되는가를	산출/ncpa+되/pvg+는가/ef+를/jco
조사하는	조사/ncpa+하/xsv+는/etm
일뿐이다	일/ncn+뿐/nbn+이/jp+다/ef
.	./sf
고지에서	고지/ncn+에서/jca
발원한	발원/ncpa+하/xsv+ㄴ/etm
샘물이	샘물/ncn+이/jcs
고도에	고도/ncn+에/jca
따라	따르/pvg+아/ecs
단계적으로	단계/ncn+적/xsn+으로/jca
분산된	분산/ncpa+되/xsv+ㄴ/etm
지류를	지류/ncn+를/jco
거느리고	거느리/pvg+고/ecc
드디어	드디어/mag
최저의	최저/ncn+의/jcm
지점에	지점/ncn+에/jca
도달하듯	도달/ncpa+하/xsv+듯/ecs
종족	종족/ncn
,	,/sp
환경	환경/ncn
,	,/sp
시대가	시대/ncn+가/jcs
한	한/nnc
집단에게	집단/ncn+에게/jca
주는	주/pvg+는/etm
정신적	정신/ncn+적/xsn
특질은	특질/ncn+은/jxc
그	그/mma
집단의	집단/ncn+의/jcm
문화를	문화/ncn+를/jco
형성하고	형성/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
갖가지	갖가지/ncn
양상들로	양상/ncn+들/xsn+로/jca
확산된다	확산/ncpa+되/xsv+ㄴ다/ef
.	./sf
단	단/maj
그	그/mma
분포의	분포/ncn+의/jcm
정도는	정도/ncn+는/jxc
고르지	고르/pvg+지/ecx
않다는	않/px+다/ef+는/etm
것이	것/nbn+이/jcs
떼느의	떼느/nq+의/jcm
결론이다	결론/ncn+이/jp+다/ef
.	./sf
역사적으로	역사/ncn+적/xsn+으로/jca
관찰할	관찰/ncpa+하/xsv+ㄹ/etm
때	때/ncn
,	,/sp
하나의	하나/nnc+의/jcm
문학사는	문학/ncn+사/xsn+는/jxc
민족단위로	민족/ncn+단위/ncn+로/jca
확인할	확인/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
원인과	원인/ncn+과/jcj
결과들의	결과/ncn+들/xsn+의/jcm
연쇄인	연쇄/ncn+이/jp+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
따라서	따라서/maj
과학적	과학/ncn+적/xsn
인과율은	인과/ncn+율/xsn+은/jxc
문학연구에	문학/ncn+연구/ncn+에/jca
있어	있/paa+어/ecs
필수불가결의	필수/ncn+불/xp+가결/ncn+의/jcm
원칙이	원칙/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
랑송	랑송/nq
(G.Lanson	(/sl+G/f+./sf+Lanson/f
)은	)/sr+은/jxc
보다	보다/mag
철저한	철저/ncps+하/xsm+ㄴ/etm
역사적	역사/ncn+적/xsn
史實을	史實/ncn+을/jco
중시하고	중시/ncpa+하/xsv+고/ecc
문학작품의	문학/ncn+작품/ncn+의/jcm
해석을	해석/ncn+을/jco
사실과	사실/ncn+과/jct
연결시켜서	연결/ncpa+시키/xsv+어서/ecs
믿을	믿/pvg+을/etm
만한	만하/px+ㄴ/etm
증거를	증거/ncn+를/jco
확충하는	확충/ncpa+하/xsv+는/etm
데	데/nbn
힘을	힘/ncn+을/jco
기울였다	기울이/pvg+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
문학사는	문학/ncn+사/xsn+는/jxc
문화사의	문화/ncn+사/xsn+의/jcm
일부라고	일부/ncn+라/ef+고/jcr
하면서	하/pvg+면서/ecs
프랑스	프랑스/nq
문학은	문학/ncn+은/jxc
국가	국가/ncn
전체	전체/ncn
,	,/sp
삶의	삶/ncn+의/jcm
한	한/nnc
양상이라고	양상/ncn+이/jp+라/ef+고/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
즉	즉/mag
프랑스	프랑스/nq
문학은	문학/ncn+은/jxc
그것이	그것/npd+이/jcs
장구한	장구/ncps+하/xsm+ㄴ/etm
세월에	세월/ncn+에/jca
걸쳐	걸치/pvg+어/ecs
풍부한	풍부/ncps+하/xsm+ㄴ/etm
전개를	전개/ncn+를/jco
보여	보이/pvg+어/ecx
주는	주/px+는/etm
동안에	동안/ncn+에/jca
정치적	정치/ncn+적/xsn
,	,/sp
사회적	사회/ncn+적/xsn
제	제/mma
사실	사실/ncn
속에서	속/ncn+에서/jca
연장되고	연장/ncpa+되/xsv+고/ecc
다양한	다양/ncps+하/xsm+ㄴ/etm
제도	제도/ncn
장치	장치/ncn
속에	속/ncn+에/jca
누적된	누적/ncpa+되/xsv+ㄴ/etm
사상과	사상/ncn+과/jcj
감정의	감정/ncn+의/jcm
모든	모든/mma
움직임	움직이/pvg+ㅁ/etn
하나	하나/nnc
하나를	하나/nnc+를/jco
기록하고	기록/ncpa+하/xsv+고/ecx
있으며	있/px+으며/ecs
나아가서는	나아가/pvg+서/ecs+는/jxc
행동의	행동/ncn+의/jcm
세계	세계/ncn
속에서는	속/ncn+에서/jca+는/jxc
실현될	실현/ncpa+되/xsv+ㄹ/etm
수	수/nbn
없었던	없/paa+었/ep+던/etm
고통과	고통/ncn+과/jcj
꿈과	꿈/ncn+과/jct
같은	같/paa+은/etm
내적인	내적/ncn+이/jp+ㄴ/etm
삶의	삶/ncn+의/jcm
하나	하나/nnc
하나를	하나/nnc+를/jco
아로새겨	아로새기/pvg+어/ecx
놓은	놓/px+은/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
우리들이	우리/npp+들/xsn+이/jcs
수행해야	수행/ncpa+하/xsv+어야/ecs
할	하/px+ㄹ/etm
드높은	드높/paa+은/etm
역할은	역할/ncn+은/jxc
몽테뉴의	몽테뉴/nq+의/jcm
글	글/ncn
속에서	속/ncn+에서/jca
,	,/sp
코르네이유의	코르네이유/nq+의/jcm
극	극/ncn
속에서	속/ncn+에서/jca
,	,/sp
아니	아니/mag
볼테르의	볼테르/nq+의/jcm
소네트	소네트/ncn
한	한/nnc
편	편/nbu
속에서	속/ncn+에서/jca
,	,/sp
인간의	인간/ncn+의/jcm
,	,/sp
유럽인의	유럽/nq+인/xsn+의/jcm
,	,/sp
그리고	그리고/maj
프랑스인의	프랑스/nq+인/xsn+의/jcm
문화가	문화/ncn+가/jcs
구현한	구현/ncpa+하/xsv+ㄴ/etm
하나	하나/nnc
하나의	하나/nnc+의/jcm
시점들을	시점/ncn+들/xsn+을/jco
독자라면	독자/ncn+라면/ecs
누구나가	누구/npp+나/jxc+가/jcs
알아볼	알/pvg+아/ecx+보/px+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
유도해	유도/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
일이라고	일/ncn+이/jp+라/ef+고/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
떼느와	떼느/nq+와/jct
쌩뜨뵈브의	쌩뜨뵈브/nq+의/jcm
이론들은	이론/ncn+들/xsn+은/jxc
유럽	유럽/nq
대륙에	대륙/ncn+에/jca
지대한	지대/ncps+하/xsm+ㄴ/etm
영향을	영향/ncn+을/jco
주었다	주/pvg+었/ep+다/ef
.	./sf
사실상	사실/ncn+상/xsn
그들의	그/npp+들/xsn+의/jcm
이론이	이론/ncn+이/jcs
실천된	실천/ncpa+되/xsv+ㄴ/etm
프랑스는	프랑스/nq+는/jxc
물론이고	물론/ncn+이/jp+고/ecc
유럽	유럽/nq
대륙의	대륙/ncn+의/jcm
문학	문학/ncn+연구/ncn+와/jcj
비평은	비평/ncn+은/jxc
,	,/sp
대부분	대부분/ncn
작가의	작가/ncn+의/jcm
정신과	정신/ncn+과/jcj
전기	전기/ncn
,	,/sp
역사적	역사/ncn+적/xsn
환경	환경/ncn
,	,/sp
그리고	그리고/maj
문학적	문학/ncn+적/xsn
원천에	원천/ncn+에/jca
주로	주로/mag
관심을	관심/ncn+을/jco
기울이고	기울이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
역사주의	역사/ncn+주의/ncn
비평은	비평/ncn+은/jxc
계속하여	계속/ncpa+하/xsv+어/ecs
1920	1920/nno
년대에	년대/nbu+에/jca
미국에서	미국/nq+에서/jca
본격적인	본격/ncn+적/xsn+이/jp+ㄴ/etm
문학연구를	문학/ncn+연구/ncn+를/jco
주도했으며	주도/ncpa+하/xsv+었/ep+으며/ecs
,	,/sp
바로	바로/mag
그	그/mma
때	때/ncn
처음으로	처음/ncn+으로/jca
형식주의자들의	형식/ncn+주의/ncn+자/xsn+들/xsn+의/jcm
공격을	공격/ncn+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf
1930	1930/nno
년대에는	년대/nbu+에/jca+는/jxc
형식주의자들의	형식/ncn+주의/ncn+자/xsn+들/xsn+의/jcm
공격이	공격/ncn+이/jcs
극도에	극도/ncn+에/jca
달하였으며	달하/pvg+었/ep+으며/ecs
,	,/sp
자유주의적	자유/ncn+주의/ncn+적/xsn
마르크스주의	마르크스/nq+주의/ncn
비평가들에	비평/ncn+가/xsn+들/xsn+에/jca
의해	의하/pvg+어/ecs
전혀	전혀/mag
다른	다르/paa+ㄴ/etm
방면으로부터	방면/ncn+으로/jca+부터/jxc
공격을	공격/ncn+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf
1940	1940/nno
년대에는	년대/nbu+에/jca+는/jxc
역사주의	역사/ncn+주의/ncn
비평이	비평/ncn+이/jcs
퇴조되는	퇴조/ncpa+되/xsv+는/etm
시기였다	시기/ncn+이/jp+었/ep+다/ef
.	./sf
그러나	그러나/maj
1950	1950/nnc
년대에는	년대/nbu+에는/jca
역사주의	역사/ncn+주의/ncn
비평이	비평/ncn+이/jcs
다시	다시/mag
소생하기	소생/ncpa+하/xsv+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
오늘에	오늘/ncn+에/jca
이르러서는	이르/pvg+어서/ecs+는/jxc
,	,/sp
반대자들로부터	반대/ncn+자/xsn+들/xsn+로/jca+부터/jxc
몇	몇/mma
가지	가지/nbu
가치	가치/ncn
있는	있/paa+는/etm
교훈을	교훈/ncn+을/jco
받아들이고	받/pvg+아/ecx+들이/px+고/ecc
,	,/sp
목적과	목적/ncn+과/jcj
전략을	전략/ncn+을/jco
새로	새로/mag
수정하여	수정/ncpa+하/xsv+어/ecs
,	,/sp
역사주의	역사/ncn+주의/ncn
비평은	비평/ncn+은/jxc
과거의	과거/ncn+의/jcm
명성을	명성/ncn+을/jco
회복할	회복/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
약속하고	약속/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
한국의	한국/nq+의/jcm
근대	근대/ncn
비평사에서는	비평/ncn+사/xsn+에서/jca+는/jxc
1920	1920/nnc
년대부터	년대/nbu+부터/jxc
역사주의	역사/ncn+주의/ncn
비평이	비평/ncn+이/jcs
사용되었는데	사용/ncpa+되/xsv+었/ep+는데/ecs
대체로	대체로/mag
떼느의	떼느/nq+의/jcm
이론을	이론/ncn+을/jco
답습하는	답습/ncpa+하/xsv+는/etm
모습이었다	모습/ncn+이/jp+었/ep+다/ef
.	./sf
특히	특히/mag
국문학	국문/ncn+학/xsn
연구방법에	연구/ncn+방법/ncn+에/jca
있어서	있/px+어서/ecs
이들의	이/npp+들/xsn+의/jcm
전기적	전기/ncn+적/xsn
법이나	법/ncn+이나/jcj
문헌학적	문헌/ncn+학/xsn+적/xsn
,	,/sp
실증주의적	실증/ncn+주의/ncn+적/xsn
방법	방법/ncn
등은	등/nbn+은/jxc
1950	1950/nno
년대까지	년대/nbu+까지/jxc
이어졌던	잇/pvg+어/ecx+지/px+었/ep+던/etm
고전적	고전/ncn+적/xsn
방식이기도	방식/ncn+이/jp+기/etn+도/jxc
하였다	하/pvg+었/ep+다/ef
.	./sf
구미비평사에서	구미/nq+비평/ncn+사/xsn+에서/jca
역사주의	역사/ncn+주의/ncn
비평은	비평/ncn+은/jxc
형식주의	형식/ncn+주의/ncn
비평이	비평/ncn+이/jcs
제기되면서	제기/ncpa+되/xsv+면서/ecs
후퇴하게	후퇴/ncpa+하/xsv+게/ecs
되었으나	되/pvg+었/ep+으나/ecs
,	,/sp
최근에는	최근/ncn+에/jca+는/jxc
트릴링	트릴링/nq
(L.Trilling	(/sl+L/f+./sf+Trilling/f
)	)/sr
,	,/sp
아우얼바하	아우얼바하/nq
(E.Auerbach	(/sl+E/f+./sf+Auerbach/f
)	)/sr
,	,/sp
레빈	레빈/nq
(H.Levin	(/sl+H/f+./sf+Levin/f
)	)/sr
,	,/sp
틸리야드	틸리야드/nq
(E.M.W.Tillyard	(/sl+E/f+./sf+M/f+./sf+W/f+./sf+Tillyard/f
)	)/sr
,	,/sp
부쉬	부쉬/nq
(D.Bush	(/sl+D/f+./sf+Bush/f
sr	(/sl+D/f+./sf+Bush/f
,	,/sp
베이트슨	베이트슨/nq
(F.W.Bateson	(/sl+F/f+./sf+W/f+./sf+Bateson/f
)	)/sr
,	,/sp
데이치스	데이치스/nq
(D.Daiches	(/sl+D/f+./sf+Daiches/f
)	)/sr
,	,/sp
스타이너	스타이너/nq
(G.Steiner	(/sl+G/f+./sf+Steiner/f
)	)/sr
,	,/sp
랄레이	랄레이/nq
(J.H.Releigh	(/sl+J/f+./sf+H/f+./sf+Releigh/f
)	)/sr
,	,/sp
에이브럼즈	에이브럼즈/nq
(M.H.Abrams	(/sl+M/f+./sf+H/f+./sf+Abrams/f
)	)/sr
,	,/sp
그리고	그리고/maj
바우라	바우라/nq
(C.M.Bowra	(/sl+C/f+./sf+M/f+./sf+Bowra/f
)	)/sr
등에	등/nbn+에/jca
의해서	의하/pvg+어서/ecs
논의되고	논의/ncpa+되/xsv+고/ecx
있음을	있/px+음/etn+을/jco
보게	보/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
이	이/npd
중에서도	중/nbn+에서/jca+도/jxc
특히	특히/mag
아우얼바하의	아우얼바하/nq+의/jcm
[미메시스	[/sl+미메시스/nq
]	]/sr
(mimesis	(/sl+mimesis/f
)는	)/sr+는/jxc
부제	부제/ncn
'	'/sl
서구	nq[서구/ncn
문학에	문학/ncn+에/jca
있어서의	있/paa+어서/ecs+의/jcm
현실	현실/ncn
묘사	묘사/ncn]nq
'에서	'/sl+에서/jca
암시하듯	암시/ncpa+하/xsv+듯/ecs
오디세이와	오디세이/nq+와/jcj
성서의	성서/ncn+의/jcm
대조적	대조/ncn+적/xsn
고찰에서	고찰/ncn+에서/jca
시작하여	시작/ncpa+하/xsv+어/ecs
버지니아울프의	버지니아울프/nq+의/jcm
소설론에	소설/ncn+론/xsn+에/jca
이르기까지	이르/pvg+기/etn+까지/jxc
거의	거의/mag
3천년에	3천/nnc+년/nbu+에/jca
해당하는	해당/ncpa+하/xsv+는/etm
서구문학의	서구/ncn+문학/ncn+의/jcm
특징을	특징/ncn+을/jco
그	그/mma
스타일의	스타일/ncn+의/jcm
측면에서	측면/ncn+에서/jca
검토하고	검토/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
여기서	여기/npd+서/jca
그가	그/npp+가/jcs
취한	취하/pvg+ㄴ/etm
입장은	입장/ncn+은/jxc
,	,/sp
예술가란	예술/ncn+가/xsn+란/jxc
그가	그/npp+가/jcs
개인적으로	개인/ncn+적/xsn+으로/jca
어떤	어떤/mmd
것에	것/nbn+에/jca
관심을	관심/ncn+을/jco
가지는가	가지/pvg+는가/ef
하는	하/pvg+는/etm
개인적인	개인/ncn+적/xsn+이/jp+ㄴ/etm
선택	선택/ncn
외에	외/nbn+에/jca
,	,/sp
그가	그/npp+가/jcs
살고	살/pvg+고/ecx
있는	있/px+는/etm
문화	문화/ncn
집단의	집단/ncn+의/jcm
무의식적인	무/xp+의식/ncn+적/xsn+이/jp+ㄴ/etm
영향에	영향/ncn+에/jca
의해	의하/pvg+어/ecs
지배를	지배/ncn+를/jco
받을	받/pvg+을/etm
수밖에	수/nbn+밖에/jxc
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
예술	예술/ncn
관습을	관습/ncn+을/jco
가장	가장/mag
잘	잘/mag
볼	보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것이	것/nbn+이/jcs
언어인	언어/ncn+이/jp+ㄴ/etm
셈이다	셈/nbn+이/jp+다/ef
.	./sf
언어는	언어/ncn+는/jxc
한	한/nnc
작가가	작가/ncn+가/jcs
살았던	살/pvg+았/ep+던/etm
시대와	시대/ncn+와/jcj
문화의	문화/ncn+의/jcm
산물인	산물/ncn+이/jp+ㄴ/etm
동시에	동시/ncn+에/jca
그가	그/npp+가/jcs
속한	속하/pvg+ㄴ/etm
계층의	계층/ncn+의/jcm
규범이기도	규범/ncn+이/jp+기/etn+도/jxc
하여	하/pvg+여/ecs
작가는	작가/ncn+는/jxc
이	이/mmd
언어	언어/ncn
자체의	자체/ncn+의/jcm
구조와	구조/ncn+와/jcj
방향성에	방향/ncn+성/xsn+에/jca
따라	따르/pvg+아/ecs
소재를	소재/ncn+를/jco
선택하게	선택/ncpa+하/xsv+게/ecs
되며	되/pvg+며/ecc
작품을	작품/ncn+을/jco
형성하게	형성/ncpa+하/xsv+게/ecs
된다는	되/pvg+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
모든	모든/mma
문학작품의	문학/ncn+작품/ncn+의/jcm
언어는	언어/ncn+는/jxc
의식적이든	의식/ncn+적/xsn+이든/jxc
무의식적이든지	무/xp+의식/ncn+적/xsn+이/jp+든지/ecc
한	한/nnc
시대의	시대/ncn+의/jcm
스타일과	스타일/ncn+과/jcj
사회	사회/ncn
상황을	상황/ncn+을/jco
반영하고	반영/ncpa+하/xsv+고/ecx
있다고	있/px+다/ef+고/ecx
본	보/px+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
3	3/nno
.	./sf
역사	역사/ncn
전기비평의	전기/ncn+비평/ncn+의/jcm
방법과	방법/ncn+과/jcj
실제	실제/ncn
역사주의	역사/ncn+주의/ncn
비평은	비평/ncn+은/jxc
중심	중심/ncn
원리	원리/ncn
,	,/sp
즉	즉/mag
그	그/mma
신념의	신념/ncn+의/jcm
기본	기본/ncn
항목은	항목/ncn+은/jxc
문학	문학/ncn
작품은	작품/ncn+은/jxc
그	그/mma
자체로서는	자체/ncn+로서/jca+는/jxc
완전한	완전/ncps+하/xsm+ㄴ/etm
것으로	것/nbn+으로/jca
탐구될	탐구/ncpa+되/xsv+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
오히려	오히려/mag
각	각/ncn
작품은	작품/ncn+은/jxc
그	그/mma
작품에	작품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
일체의	일체/ncn+의/jcm
기록들	기록/ncn+들/xsn
,	,/sp
즉	즉/mag
그	그/mma
작품에	작품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
온갖	온갖/mma
정보체와의	정보/ncn+체/xsn+와/jct+의/jcm
관련을	관련/ncn+을/jco
통해서	통하/pvg+어서/ecs
탐구되어야	탐구/ncpa+되/xsv+어야/ecs
한다는	하/px+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
따라서	따라서/maj
그렙스타인은	그렙스타인/nq+은/jxc
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
여러	여러/mma
가지	가지/nbu
가능한	가능/ncps+하/xsm+ㄴ/etm
문의	문의/ncn
사항	사항/ncn
가운데서	가운데/ncn+서/jca
하나	하나/nnc
이상	이상/ncn
또는	또는/maj
둘	둘/nnc
,	,/sp
셋을	셋/nnc+을/jco
추적함으로써	추적/ncpa+하/xsv+ㅁ/etn+으로써/jca
비평방법을	비평/ncn+방법/ncn+을/jco
수립한다고	수립/ncpa+하/xsv+ㄴ다/ef+고/ecs
설명하고	설명/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
믿을	믿/pvg+을/etm
만한	만하/px+ㄴ/etm
텍스트를	텍스트/ncn+를/jco
사용하고	사용/ncpa+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
것을	것/nbn+을/jco
분명히	분명/ncn+히/xsa
한다	하/pvg+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
작품에	작품/ncn+에/jca
사용된	사용/ncpa+되/xsv+ㄴ/etm
언어가	언어/ncn+가/jcs
그	그/mma
작품이	작품/ncn+이/jcs
제작된	제작/ncpa+되/xsv+ㄴ/etm
특정의	특정/ncn+의/jcm
시간과	시간/ncn+과/jcj
공간에서	공간/ncn+에서/jca
기능을	기능/ncn+을/jco
발했던	발하/pvg+었/ep+던/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
언어의	언어/ncn+의/jcm
지식을	지식/ncn+을/jco
가지고	가지/pvg+고/ecs
작업한다	작업/ncpa+하/xsv+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
작가의	작가/ncn+의/jcm
생애와	생애/ncn+와/jcj
외적	외적/ncn
환경들	환경/ncn+들/xsn
,	,/sp
특히	특히/mag
작가의	작가/ncn+의/jcm
창작	창작/ncn
과정에	과정/ncn+에/jca
영향을	영향/ncn+을/jco
미친	미치/pvg+ㄴ/etm
것에	것/nbn+에/jca
비추어서	비추/pvg+어서/ecs
작품을	작품/ncn+을/jco
정밀하게	정밀/ncps+하/xsm+게/ecs
탐구한다	탐구/ncpa+하/xsv+ㄴ다/ef
.	./sf
그리고	그리고/maj
작가의	작가/ncn+의/jcm
전생애의	전/mma+생애/ncn+의/jcm
문맥	문맥/ncn
속에서	속/ncn+에서/jca
작품을	작품/ncn+을/jco
검토한다	검토/ncpa+하/xsv+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
작가와	작가/ncn+와/jcj
작품을	작품/ncn+을/jco
그	그/mma
이전의	이전/ncn+의/jcm
작가와	작가/ncn+와/jcj
작품	작품/ncn
,	,/sp
또는	또는/maj
동시대의	동시대/ncn+의/ncn
작가와	작가/ncn+와/jcj
작품들과	작품/ncn+들/xsn+과/jct
비교하며	비교/ncpa+하/xsv+며/ecc
,	,/sp
그	그/mma
작품에	작품/ncn+에/jca
변화를	변화/ncn+를/jco
주었을	주/pvg+었/ep+을/etm
영향관계들을	영향/ncn+관계/ncn+들/xsn+을/jco
연구한다	연구/ncpa+하/xsv+ㄴ다/ef
.	./sf
그리고	그리고/maj
작품	작품/ncn
자체의	자체/ncn+의/jcm
명성과	명성/ncn+과/jcj
그	그/mma
밖에	밖/ncn+에/jca
다른	다르/paa+ㄴ/etm
작품과	작품/ncn+과/jcj
작가들에	작가/ncn+들/xsn+에/jca
미친	미치/pvg+ㄴ/etm
영향을	영향/ncn+을/jco
검토한다	검토/ncpa+하/xsv+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
작품을	작품/ncn+을/jco
한	한/nnc
시대의	시대/ncn+의/jcm
소산으로	소산/ncn+으로/jca
본다	보/pvg+ㄴ다/ef
.	./sf
다시	다시/mag
말하면	말/ncpa+하/xsv+면/ecs
,	,/sp
작품이	작품/ncn+이/jcs
제작된	제작/ncpa+되/xsv+ㄴ/etm
그	그/mma
시대의	시대/ncn+의/jcm
문화에	문화/ncn+에/jca
대한	대하/pvg+ㄴ/etm
표현으로서	표현/ncn+으로서/jca
그리고	그리고/maj
당대	당대/ncn
시대와	시대/ncn+와/jcj
사회의	사회/ncn+의/jcm
반영으로	반영/ncn+으로/jca
이해한다	이해/ncpa+하/xsv+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
문학적	문학/ncn+적/xsn
전통	전통/ncn
,	,/sp
관습	관습/ncn
,	,/sp
양식	양식/ncn
또는	또는/maj
장르의	장르/ncn+의/jcm
범위내에서	범위/ncn+내/nbn+에서/jca
작품의	작품/ncn+의/jcm
위치를	위치/ncn+를/jco
알아	알/pvg+아/ecx
낸다	내/px+ㄴ다/ef
.	./sf
그리고	그리고/maj
그	그/mma
밖의	밖/ncn+의/jcm
다른	다르/paa+ㄴ/etm
유사한	유사/ncps+하/xsm+ㄴ/etm
